country_id,wkt
1,"POLYGON ((44.32564538617654 40.034663392782846, 44.28905847196988 40.043396707865924, 44.255262084969885 40.043396707865924, 44.19500736483154 40.03078765824998, 44.16637862080577 40.02804880713437, 44.145914754186656 40.02339792983162, 44.13547611486042 40.02231272337735, 44.127001180198086 40.02448313588306, 44.11428877791631 40.033939920626416, 44.10447025617204 40.035955302766666, 44.0831278892274 40.031614483014195, 44.04834965007285 40.012855937325284, 44.03243330893484 40.008618469708296, 43.91213057384433 40.02432810430218, 43.80278324397504 40.07073354088789, 43.711212606608036 40.09073232372805, 43.66542728595864 40.11016265432643, 43.652508179334774 40.13899811050051, 43.66635746276372 40.148919981941205, 43.71162601710564 40.156464742471954, 43.72139286217567 40.16938384731568, 43.71493330709917 40.180649304507874, 43.68372074212414 40.210104870625145, 43.67307539720922 40.2277265350098, 43.691368856659814 40.2386302719406, 43.69034759208171 40.24044319791744, 43.67596927913728 40.265967102610794, 43.63147586980082 40.310305475665224, 43.60444909561626 40.32978748984631, 43.594217163716685 40.34544545818495, 43.60103844889782 40.36182687022452, 43.60956506358099 40.37298899214038, 43.62446299746956 40.41113747139163, 43.625326377029616 40.41334829698573, 43.625326373631694 40.420169569943724, 43.58486372688244 40.44657622905502, 43.56362471199863 40.46471464772427, 43.55949059845223 40.47789214073657, 43.59370039649391 40.50900135194534, 43.61530114315407 40.52042183805224, 43.63896895374879 40.5225922638935, 43.63628178079143 40.52977529688653, 43.63462812885851 40.532772503768555, 43.631475868390304 40.5368549485127, 43.6375736937314 40.53514965442281, 43.64201786678837 40.53437450867236, 43.64646203528546 40.53303089745421, 43.652508177596104 40.52941354782142, 43.65147464600247 40.55339140142556, 43.664807172808814 40.57406200872327, 43.70718184216595 40.61194080896828, 43.69953372822258 40.634575077472036, 43.70563154319103 40.64077623184727, 43.726405482358814 40.66899162139544, 43.72935102600815 40.67710476648712, 43.724131705365124 40.746351179427975, 43.720617717104325 40.7628876764535, 43.71131596217595 40.78164623480144, 43.66976811294574 40.83213412080568, 43.65953617662749 40.85197785539665, 43.65416182760012 40.87471549060179, 43.65193973904622 40.89476593553014, 43.647650587594654 40.91388618328287, 43.6361784289589 40.933523267795536, 43.60486251331271 40.96334057463996, 43.56543338142019 40.98814520692165, 43.522386925355036 41.00447501050301, 43.47959883886097 41.00912588305075, 43.46047856531402 41.02287184196327, 43.44456221479249 41.05144886778084, 43.43629398391411 41.08322986999478, 43.440428094605934 41.106587602737704, 43.45045331938239 41.104675561842214, 43.46032353261573 41.104520593208306, 43.47014204556583 41.1061742001996, 43.52414391863181 41.12281401581347, 43.56662194836779 41.124054262580316, 43.72971277186963 41.106690991292886, 43.7541557256235 41.108241291794215, 43.77374108869196 41.11449411968197, 43.82035323204648 41.14549998446642, 43.863244672059764 41.15898753677771, 43.955848843952886 41.16048617456641, 43.97775528220995 41.16453730489498, 43.97818639196534 41.16461707035159, 44.00111739911418 41.16885776145743, 44.041321647058226 41.18255194832387, 44.061268764725405 41.18415397950274, 44.10364343719077 41.175162273985634, 44.12472742501123 41.178056165911705, 44.144364465851304 41.186065999519904, 44.16007410569694 41.19789991875536, 44.165190055818826 41.20766669344186, 44.1658618583144 41.216141668550016, 44.16844567336825 41.22358304522775, 44.1803312565008 41.229939263674616, 44.19097659859396 41.230042600198345, 44.21810673572589 41.221567707927285, 44.266475878653495 41.19619459227003, 44.28497603983861 41.19087191161281, 44.308488817894336 41.19381747725707, 44.31773888294215 41.19857164206713, 44.324921918578575 41.2048245348539, 44.33308678391812 41.210353867994236, 44.34492069888226 41.21324779832848, 44.357271361720585 41.21216257261993, 44.41060144209786 41.18771962961552, 44.43246057858304 41.181673514872465, 44.4549398262696 41.1804849503399, 44.47922774459763 41.18580760370664, 44.49938154448075 41.20280911666332, 44.50589278958635 41.20658155480111, 44.516641475196785 41.20683988487015, 44.52191248483376 41.19929518302804, 44.52552982387427 41.18906320308612, 44.53100752984875 41.181466784752935, 44.55152306976602 41.17702259882573, 44.56625086381094 41.186944515914064, 44.57844648646924 41.20280911666332, 44.591365600150546 41.21577992444687, 44.61286299118742 41.223117960887514, 44.63312016612426 41.22105095793906, 44.67492639771662 41.208493579046845, 44.8215324370048 41.206219817157226, 44.847784062397196 41.20890698444966, 44.85770594057512 41.219345633488636, 44.85382048191469 41.22351395301805, 44.84706059135523 41.23076610794412, 44.80954350300909 41.244408692823235, 44.80127527510132 41.25851636235384, 44.820705617155795 41.27334751615886, 44.917237182471794 41.26177194981087, 44.95516767976996 41.26270211048498, 44.967363325682086 41.26900666823765, 44.98999761401641 41.28445796907378, 45.00239995940827 41.29045243666049, 45.039400274176415 41.231179530558556, 45.029323367917875 41.21009553623014, 45.0348527435402 41.19769318238282, 45.05200931003617 41.19211208800085, 45.11732832353722 41.19206042339674, 45.1344332203101 41.18787462218857, 45.18678145824494 41.15686881669934, 45.19975223800875 41.14265777603573, 45.2010441400508 41.126741397940485, 45.16673099094304 41.10777615573136, 45.06782230151873 41.11092842421936, 45.05717696819463 41.07878573594783, 45.07004438423683 41.062094182507295, 45.09169681093061 41.05103543156135, 45.11102380998294 41.049536869904664, 45.117121617450074 41.06142240191182, 45.120015495904546 41.07961249950673, 45.13655196122824 41.07289458979216, 45.16921146434692 41.04715971896861, 45.189675335560494 41.037547919487594, 45.2051782658867 41.024887194845356, 45.22161136154994 41.01444851701758, 45.26874026777155 41.010262726965045, 45.31256188313144 40.996620150471465, 45.335351204214916 40.99382968610668, 45.381947948375085 41.01144811569861, 45.39152347863915 41.01506866764771, 45.419118700331666 41.017342458353035, 45.425216506116556 40.9936745976209, 45.41643151198253 40.96132514587603, 45.42873051574233 40.95119662298604, 45.44284278151798 40.94838019084916, 45.45281173360232 40.94639071339584, 45.47927006030089 40.9299059052484, 45.52205815202774 40.88815137203591, 45.537871143752795 40.87590406936117, 45.558231644547256 40.87094308165955, 45.58179609858418 40.86965116981941, 45.59915938342497 40.862674867763566, 45.60096806406875 40.84055737821483, 45.582209506176845 40.79937120858772, 45.55585453308868 40.77658193036944, 45.47833510427783 40.74818302663869, 45.43792891682331 40.73338044063846, 45.39880985918887 40.70893749758267, 45.37364344079816 40.675296159006464, 45.37358518833809 40.65129839364779, 45.373540076983666 40.63271472928824, 45.38780277643575 40.60951203005458, 45.40702640507253 40.5950942876509, 45.42723189062073 40.58295032796224, 45.44464685052002 40.5663622051943, 45.44857426342566 40.556492018462436, 45.45084802594535 40.53437450867236, 45.45544722241899 40.52362578308834, 45.4646973080149 40.515719308519, 45.485419553756785 40.50528065051483, 45.49384281400398 40.49365346301669, 45.52619226167196 40.441046857846736, 45.58541345531689 40.398723871062806, 45.81837081004816 40.297799789442436, 45.819151647043796 40.297141021662256, 45.861675657411844 40.26126454026321, 45.88172611611742 40.260437728737834, 45.88850421362432 40.26195696036137, 45.90270674705165 40.265140284456066, 45.924617555074526 40.26617381678532, 45.93919030579327 40.260282689889564, 45.953556356584016 40.24958567547358, 45.97923954168667 40.22359242243292, 45.9810998943933 40.217804664427646, 45.98177168671017 40.211913549530124, 45.981099896000714 40.20597076824485, 45.96296146655537 40.14168528536394, 45.95076582820376 40.117190654868374, 45.93169722522792 40.09755360997259, 45.90952803613817 40.08267079759016, 45.90580733289656 40.075074360557316, 45.894025106160676 40.029082337688536, 45.88720381693963 40.01843699174061, 45.87376794395646 40.00975535081289, 45.8039014080055 40.0044843550232, 45.639570352923805 40.025413309670974, 45.57626671235801 39.99389063565519, 45.57758343304119 39.98398289207103, 45.57941896308514 39.97017110479639, 45.61114829851543 39.95916405164537, 45.71543137271109 39.95089596719943, 45.742768155998725 39.940508788430634, 45.76442057875601 39.922060297996204, 45.80912150745468 39.85123696820067, 45.816820545592535 39.8391715762792, 45.86188233481327 39.804548107048696, 45.88318764976356 39.79614789698534, 45.91614259241908 39.78315407970505, 45.979239545380686 39.76847809831905, 46.00657635608324 39.74791078596696, 46.045126972883 39.68755270422952, 46.0765462949855 39.66812259169365, 46.11447675049552 39.65964745462928, 46.13168499133995 39.65215432315625, 46.14610276058782 39.63846026145019, 46.16956385266687 39.604095404421166, 46.18423993051446 39.59324322218168, 46.20646079481058 39.58792054713735, 46.24118735544198 39.59350159092981, 46.30950361879933 39.62052844912393, 46.34371342149251 39.61861644146567, 46.35787273340534 39.6096762880973, 46.38143723680271 39.58502684853825, 46.39642340165449 39.5766552615675, 46.416163777726304 39.57401967281319, 46.47931236299833 39.57867048806768, 46.4954354588497 39.57593184848084, 46.51202355047967 39.567560078799076, 46.52427089129716 39.55464108688296, 46.52726811377772 39.53815625936405, 46.51827643168349 39.52544392969125, 46.50370366218853 39.518467544528576, 46.49202477446077 39.51019925595017, 46.49171469309826 39.49366269541496, 46.49858769466698 39.48312086332694, 46.49822597081366 39.47376747681777, 46.491404676804706 39.46642940206479, 46.47931237879197 39.461881819447186, 46.47895199016517 39.461829552041024, 46.40572516559319 39.451184914370764, 46.37399579021534 39.435991841937785, 46.36086997369224 39.410256966771655, 46.374615938311685 39.37883783855309, 46.40737879815286 39.359149125633294, 46.4793123720117 39.334241001768895, 46.49528042898274 39.324009242878695, 46.50267009162779 39.30948786633221, 46.50794111666948 39.29357165600474, 46.517656257918105 39.27884374781901, 46.541840833970916 39.25905170032942, 46.584525596893926 39.23577159970811, 46.591140207790275 39.2310691662235, 46.5978580860008 39.225074442015256, 46.5991413764684 39.222487083807955, 46.60261233801529 39.215488551914625, 46.59382734691577 39.21212959665155, 46.57279506013429 39.211509571952995, 46.52644128385567 39.18582631436345, 46.514142301324114 39.18443108770078, 46.45337079472243 39.20840885304096, 46.418334212785375 39.21192302235807, 46.39528652042312 39.195179843646955, 46.396268346093244 39.164432250289984, 46.42184819926822 39.144640256728344, 46.455127809999205 39.12993826627498, 46.47931238815403 39.11477126495344, 46.491921403667945 39.081904901135495, 46.497502507636874 39.05353476178942, 46.49460859551135 39.02552599315878, 46.4814827563468 38.99377071305298, 46.480759286795305 38.99061845202696, 46.47931239020642 38.987750604371115, 46.47579840258428 38.97560668866397, 46.47409308995299 38.96323022105246, 46.475074885269514 38.95106016717519, 46.47931239812505 38.939381498851674, 46.5140389391961 38.88217559540347, 46.49605554922789 38.88607720134056, 46.391875842283625 38.922353967071395, 46.37823328215249 38.924705326070494, 46.36758792357189 38.92362005925191, 46.34335171776484 38.917470748867615, 46.30454270274395 38.91625628909435, 46.29131348404533 38.91393061808985, 46.2719348718706 38.90656694977835, 46.21994833655393 38.877162855903414, 46.202481748661235 38.87054848509193, 46.13587078002468 38.863701143197915, 46.07757976171145 38.95049170116351, 46.02548996167206 39.06376663331182, 46.00523278565638 39.09544422350724, 45.97923957150931 39.12443484052853, 45.958103852650396 39.151513031823114, 45.94900880374794 39.17779051279297, 45.95510663741772 39.20324122135939, 45.979239560612996 39.227942685393195, 45.98600916894701 39.23468644304694, 45.988076244367626 39.24189538349268, 45.98580243867662 39.249439952660126, 45.97923953659461 39.25729479153032, 45.95882735135403 39.27243601212955, 45.901788453591415 39.294124098618866, 45.88720379370359 39.29966939146271, 45.86332931835685 39.314035597907534, 45.8443123931353 39.33005530422929, 45.82374514997279 39.34307766235022, 45.76700442030102 39.354394766231, 45.76437069752772 39.359142177881765, 45.75863287326238 39.369484440557265, 45.76498904774772 39.389483106259654, 45.798630430211865 39.43242632957284, 45.80307459384168 39.448187601083504, 45.79403124001245 39.49386966039606, 45.79403123512661 39.4939729918422, 45.79728679746467 39.519397563691044, 45.797080114450736 39.53634753497436, 45.78808845105891 39.54895674066121, 45.76545412757588 39.56156559054044, 45.73785894064361 39.569782266037244, 45.71465622978299 39.56947223509855, 45.709065753450666 39.56842218016338, 45.58644697530716 39.54539090583546, 45.55967856964215 39.53681255734607, 45.479270073548044 39.49717687916923, 45.46862468673427 39.49366269541496, 45.4574625822126 39.489270219263744, 45.44609378361463 39.48751329760683, 45.43482832408604 39.488856896593106, 45.42407959922206 39.493714361119345, 45.42393730379675 39.49382705883978, 45.392350297123 39.51877755076643, 45.3748836752936 39.525857275866, 45.32754808046116 39.52926799627817, 45.31297531027478 39.533815450267824, 45.30289840031188 39.54508088673098, 45.29106452064751 39.56585491643919, 45.26619100806435 39.59291807054955, 45.25995526276245 39.59970277457837, 45.23318687717534 39.59272648500031, 45.204764883714844 39.57231449318609, 45.167919588299014 39.56554488740866, 45.14833416495944 39.57525980631561, 45.144406801799065 39.589832764543445, 45.15422529187389 39.625851095434165, 45.155878963245264 39.649208955124465, 45.15153815011659 39.66770915298449, 45.14125449631765 39.684400445738085, 45.074999014301355 39.74982016466072, 45.06751224246823 39.757212601522355, 45.03350918767772 39.77039026060858, 44.99599207810063 39.76046830005089, 44.95909508849962 39.738505738019555, 44.95321503738737 39.73596528710874, 44.927159077305255 39.72470823682682, 44.89305262053791 39.7184036639981, 44.849334376633806 39.718920504192766, 44.802928935674345 39.712409255684896, 44.774558567317925 39.702797406939865, 44.759107331375674 39.72310632102435, 44.697767400127375 39.78527304540374, 44.69203129473553 39.79302441063812, 44.68717370909578 39.79638337578802, 44.68241945979233 39.79721012171645, 44.671257336545125 39.79586647121673, 44.66619307809433 39.79638337578802, 44.64769291797589 39.805116710083574, 44.61151943177586 39.83731119740693, 44.598186915287386 39.831006689113, 44.59446616951004 39.836794258549894, 44.59415610556339 39.84805969411737, 44.59105557023649 39.8578267656497, 44.5759660302764 39.866353278926546, 44.56749106915358 39.87301942370483, 44.56377040608293 39.88170124131612, 44.559119476461 39.896893887269705, 44.5478540529423 39.9114668112824, 44.5221708552648 39.93353260085541, 44.46434490158071 39.97228981089485, 44.38092555300395 40.00980379301708, 44.32564538617654 40.034663392782846))"
2,"MULTIPOLYGON(((40.01 43.58,46.71 43.58,46.71 41.05,40.01 41.05,40.01 43.58)))"
